Review ID,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended,IATA CODE
3892,Alaska Airlines,1,"""became a 10 hour ordeal""",5th August 2022,False,"  Horrible. The bathrooms broke, delaying the flight. Then we had to divert and land in a different city because the bathrooms broke again. Everyone missed connections, and a 6 hour flight became a 10 hour ordeal.",,Family Leisure,Economy Class,Tampa to Seattle,2022-08-01,1.0,4.0,1.0,1.0,1.0,1.0,1.0,no,AS
3893,Alaska Airlines,1,"""appreciate the level of customer service""",2nd August 2022,False,"  Had a flight snafu with Priceline and my original return flight was changed to an earlier time and I missed the email notification. When I showed up at Portland to board what I thought was a 1:55 flight I couldnâ€™t print my boarding pass, and worked with Will at assistance. He was absolutely fantastic and worked with me to get me on a later flight and back home the same day. Really appreciate the level of customer service.",,Solo Leisure,Business Class,Portland to Los Angeles,2022-07-01,5.0,5.0,5.0,5.0,,,5.0,yes,AS
3894,Alaska Airlines,2,"""no improvement has been seen for months""",2nd August 2022,True,  This airline canâ€™t get out of its own way. Cancellation s and delayed flights are routine. Unable to plan a trip that depends on any arrival time. Theyâ€™re very apologetic but no improvement has been seen for months.,,Solo Leisure,Premium Economy,Sacramento to Portland via Anchorage,2022-08-01,2.0,3.0,1.0,3.0,1.0,1.0,2.0,no,AS
3895,Alaska Airlines,1,"""bait and switch scam""",28th July 2022,True, San Diego to Kansas City via Dallas. Alaska Airlines is operating a bait and switch scam. You book through Alaska and expect to fall under their polices but they share flights with American Airlines. As an active duty military member this makes a big difference for me. Alaska doesnâ€™t charge military for overweight bags but American does. I was forced to pay extra fees to an airline that I DID NOT BOOK WITH! I purposely chose an airline so that I could have an overweight bag. Both airlines point fingers at each other but neither is willing to remedy the problem.,,Couple Leisure,Economy Class,San Diego to Kansas City via Dallas,2022-07-01,1.0,2.0,1.0,1.0,1.0,2.0,1.0,no,AS
3896,Alaska Airlines,1,"""I will never fly with Alaska again""",25th July 2022,False,"  I will never fly with Alaska again. After being delayed for four hours, my flight was canceled because of a problem with the hydrolic system. That's fine, it happens. However, when I asked to rebook, the agent told me she couldn't get me onto any flights until two days later. This was simply not true. I could show her on my phone five flights to the same destination the next day. I could hear e ery other agent book passengers to the same destination with the same party size the next morning. When I asked her why other agents were able to book passengers, the agent was very rude and rolled her eyes at me. Passengers after me in other lines were able to book flights as well, but the agent told everyone in her line she wasn't able to rebook them. This is the second time in a month Alaska has messed up my travel plans. They have joined Spirit on my ""never again"" list",,Couple Leisure,Economy Class,Austin to Boise,2022-07-01,3.0,2.0,2.0,1.0,1.0,1.0,2.0,no,AS
3897,Alaska Airlines,1,"""we're never flying Alaska again, I'm sticking with Southwest""",15th July 2022,True," Alaska Airlines lost 4 customers with how they handled their affairs. My partner's 10 year old son and his friend / guardian were supposed to fly out of PDX, after visiting us for two weeks, on July 13th for a 10 am flight. After they boarded, everyone on the flight got the run around as to why they were delayed and then had to get off the flight and got rebooked for the following day, July 14th for 3pm. For some reason they were told to get off the plane but their luggage somehow made it to Seattle, which was an absolute nightmare because my partners son doesn't live with us, nor his friend, so they didn't have anything as to clothes or toiletries for the next day, except whatever they were wearing. My partner's friend and son waited about 6 hours after the supposed initial take off at the airport due to the delays, with three of those hours getting the run around as to where their luggage is. My partner had to leave work to go pick them up. I get on the phone with Alaska that evening after work to try to find out where their bags are and to get compensation for the whole deal. We told Alaska to not send it back to Portland if they weren't able to get it that night, to just send it to Albuquerque, which they reassured us. They gave us a $50 voucher for each to get underwear, socks, and stuff for the night and told us to call customer care in the morning. I called customer care in the morning and the lady was just God awful, no help what so ever. I asked for a refund on the $60 luggage fee since they didn't get have their luggage and thought that was a fair compensation. We were told Alaska doesn't do refunds and put me back on the phone with baggage. Baggage reassured us that the bags would be in Albuquerque when they landed. Well they landed in Albuquerque to find out that their luggage was sent back to Portland and they will fly it back to deliver it later to their address sometime this week or next week. Seriously? First Alaska delayed their flight until the next day, gave us the run around and we lost work hours, can't give us a straight story on the luggage claim, and when we ask just for the a refund on the $60 luggage fee they so no, we don't do refunds but here's a $50 voucher for a future flight. How about no, we are never flying Alaska Airlines again. I flew Southwest last year and my flight was delayed 4 hours, they gave me a $100 voucher without even asking. Seriously Alaska? You messed up hardcore with the flight being reschedule and losing their luggage and all that was compensated was a $50 voucher with the worst customer service? Yeah, we're never flying Alaska again, I'm sticking with Southwest, they've never done me dirty. I'd give Alaska a zero rating if I could.",,Family Leisure,Economy Class,Portland to Albuquerque,2022-07-01,1.0,1.0,,1.0,,,1.0,no,AS
3898,Alaska Airlines,3,"""not allow me to use the restroom""",15th July 2022,False,"  My husband and I paid $2,500 for premium seats to fly from Seattle to Ohio. During the flight, I needed to use the restroom badly. We were seated approximately 2 to 3 rows from first class. Therefore, the first class restroom was much closer than the main cabin restrooms. I was willing to use the main cabin restroom, and I had used the main cabin restroom previously. This one time, though, there was an excessive line. I have a bladder issue, unfortunately, and waiting in line to use the restroom would have been difficult as I was in pain. So, I went to try to use the first class restroom. When I attempted to use the first class restroom, I was met with resistance by the stewardesses in that the stewardesses would not allow me to use the restroom. The flight attendant stood in front of me and stated â€œ the bathroom is in the back.â€ I explained to both how I have a bladder issue and I am in need to use the bathroom. They both stated I am not in first class and that I need to go use the bathroom in the back. I explained that there is a long time and I was unable to wait due to my pain. She shrugged her shoulders and stated I was not in first class and I cannot use that bathroom. They had no empathy and put arbitrary rules above a passengerâ€™s physical well being. ",Boeing 737-900,Family Leisure,Economy Class,Ohio to Seattle,2022-06-01,3.0,1.0,1.0,1.0,1.0,3.0,1.0,no,AS
3899,Alaska Airlines,2,"""frustrating and stressed situation""",11th July 2022,True,  On our way to takeoff plane was brought back to the gate and had us deplane due to some works to be done. it took them several hours so needless to say we missed our connecting flight. Replaced it wirh another plane which also had to be repaired. Their planes or maintenance crew are below par putting us commuters in a frustrating and stressed situation,A319/320,Solo Leisure,Economy Class,Las Vegas to Los Angeles ,2022-07-01,3.0,1.0,,1.0,,,1.0,no,AS
3900,Alaska Airlines,1,"""kicked out of the premium seats we had paid for""",9th July 2022,True,"  Booked a family trip in January. 2 Adults and two Kids. Alaska airlines opted to combine two flights into 1. My family was kicked out of the premium seats we had paid for, and where dispersed throughout the plane. After spending an hour on the phone with the airline, we are all together on our return flight (not in premium) But our outbound flight still has our children separated from us, but in premium. The only help the airline offered is for us to talk with the gate agent and hope that someone is willing to swap. We where never notified of out seats being changed. If I had not been a proactive person, we would not have found out we where dispersed through the plane till we arrived.",,Family Leisure,Premium Economy,Seattle to St Petersburg,2022-07-01,3.0,3.0,,1.0,,,1.0,no,AS
4001,Allegiant Air,1,"""quality customer service""",21st July 2023,False, Fantastic crew provided quality customer service with smiles! I've flown multiple times in the last year on this airline. Highly recommend. Plane is always clean. Thanks for providing excellent service. Wish you weren't seasonal as I'd fly more with your airline.,,Business,Economy Class,,2023-07-01,4.0,5.0,3.0,5.0,5.0,,5.0,yes,G4
4002,Allegiant Air,1,"""Will never book with them again""",15th July 2023,False,  Zero customer service. I was only told â€œnoâ€ about 10 times on the phone. Lady seemed to hate her job. Within 7 days you canâ€™t pay for the difference in a flight. You have to pay full price for an additional flight.  Will never book with them again. Spirit is a better airline and thatâ€™s sad.,,Couple Leisure,Economy Class,Grand Rapids to Las Vegas,2023-07-01,,,,,,,1.0,no,G4
4003,Allegiant Air,2,"""Expect zero customer service""",12th July 2023,True,"  Expect zero customer service or customer relations when you fly Allegiant. On July 1 my wife and I flew from Tampa to Portsmouth. The woman in the row with us took her dog out of its bag. The stewardess told her two times that pets must stay in their bag at all times but did nothing to make sure she complied. The dog had diarrhea all over the place, ruined my wife's running shoes and bag. Unbelievable, right? The woman apologized but set the soiled dog carrier on my wife's lap while she worked to clean up the mess. It reeked! The stewardess came over and spritzed some air freshener but did nothing to help us. When I contacted customer support requesting reimbursement or a voucher, an agent told us there would be no reimbursement or vouchers saying Allegiant ""has no control over the behavior of passengers."" I am totally shocked. Otherwise, Allegiant has always got us where we are going at the best price with no frills.",,Family Leisure,Economy Class,St Petersburg to Portsmouth,2023-07-01,3.0,1.0,,5.0,,,5.0,no,G4
4004,Allegiant Air,2,"""not worth any amount of savingsâ€",7th July 2023,True," Disaster. Third time wasnâ€™t a charm. Got delayed in TSA mess and no attendants at the gate. Was there 18 minutes prior to the flight departure. Staff came out from the locked door and said they had a jam up in the jetway, couldnâ€™t get in as they closed the door behind them. Watched the plane pull away for 18 minutes. Iâ€™ve had three flights cancelledâ€¦ now sitting on hold for 30 minutes so far just to get a flight credit worth nothing. Avoid these people - not worth any amount of â€œsavingsâ€.",,Business,Economy Class,Portland to Provo,2023-07-01,1.0,2.0,,1.0,,,1.0,no,G4
4005,Allegiant Air,1,"""Donâ€™t ever fly with Allegiant""",2nd July 2023,True,  It was hell from the moment we entered the airport in Cincinnati. They had zero organization and when we finally got to our gate there was no one at the gate. There was no announcements and no gate agent with our take off time came and passed. Our flight crew arrived and they told everyone weâ€™re just waiting on the gate agent. Where is this gate agent? No answers no information nothing. Donâ€™t ever fly with Allegiant,,Family Leisure,Economy Class,Cincinnati to Orlando,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,G4
4006,Allegiant Air,1,"""Will never use Allegiant again""",1st July 2023,True," After delaying our flight MULTIPLE times, when we finally got close to leaving they announced the flight has been cancelled due to no plane there to take us (for our scheduled flight). We lost $1,300+ for our hotel that they were not willing to give any compensation for due to them canceling our flight after we had been there for hours. Will never use Allegiant again. It will be worth the money to fly with a larger airline to ensure we are taken care of.",,Couple Leisure,Economy Class,Provo to Los Angeles,2023-06-01,1.0,1.0,,1.0,,,1.0,no,G4
4007,Allegiant Air,1,"""This is exactly how you lose loyal customers""",1st July 2023,False,"  Our flight was scheduled to leave at 6pm on June 30th. The gate was very full of excited people who were supposed to be flying to Fort Lauderdale. My husband checks his phone and sees the flight is delayed in the Allegiant app. I checked Flight Aware and Google which both said on time. I went to the desk at the gate and no one was there. I asked other passengers what was going on, they said they didnâ€™t know either but someone who works for Allegiant was at the desk just long enough to tell them, â€œI donâ€™t know whatâ€™s going on. Just sit still.â€ So they did. I checked the Departures board, said on time. 15 minutes later, everyoneâ€™s phones go off. Allegiant sent a TEXT to all passengers about the delay. Not one human interaction! We go get dinner. We are waiting in the USO for our now 8.18pm flight. Iâ€™m checking my phone every five minutes since not one person could tell us anything. 35 minutes before we should board, we get another TEXT. This time, itâ€™s cancelled! I furiously went to the gate desk. Once again, not one human is there to tell us whatâ€™s going on. Just a lot of angry passengers. I ask any employee I can find, where can I get help? Every single person I asked said to Google it and call Allegiant. I tried but â€œdue to the cancellation of your flight, we are experiencing high call volumes.â€ Couldnâ€™t get through. Now we are panicking about where our luggage is. Once again not one person could tell us where it was. Finally, after my daughter and I ran to the baggage claim, I found a gentlemen who worked for the airport that pointed us in the right direction. My husband went to the Allegiant desk where you check in. They told him they didnâ€™t know anything about the flight either but that everyone would get vouchers and $150. What about the money we spent on the vacation we were going to? All communication was via text! Shame on you Allegiant! My family has loved flying with this airline. This is exactly how you lose loyal customers.",,Family Leisure,Economy Class,Cincinnati to Fort Lauderdale,2022-12-01,1.0,1.0,,1.0,,,1.0,no,G4
4008,Allegiant Air,1,"""I had no issue whatsoever""",27th June 2023,True,"  Had two great flights and great experience from start to finish. Agent in Asheville on 6/19 was very friendly. No-frills flight was as expected, a no-frills flight from point A to point B. Return trip 6/26 was the same. Apparently, unbeknownst to me, there was a seating issue. Manuel and Jaelynne at Punta Gorda fixed without issue. They were friendly, kind, helpful and very respectful. Not sure why so many negative reviews online. I had no issue whatsoever.",,Family Leisure,Economy Class,Asheville to Punta Gorda,2023-06-01,2.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,G4
4009,Allegiant Air,1,"""Worst airline ever""",27th June 2023,True,"  Worst airline ever. I flew with them a few times and every time they were delayed, and  I wouldnâ€™t not recommend this airline. Bathroom are so dirty.",,Couple Leisure,Economy Class,Nashville to Allentown,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,G4
4010,Allegiant Air,2,"""$40 dollars for boarding passes""",27th June 2023,False, I have been so ripped off in my life. $90 for one bag going out and another $50 on the return. $40 dollars for boarding passes. I ever consider this airline again even if I have pay more up front.,,Couple Leisure,Economy Class,Las Vegas to Eugene,2023-06-01,1.0,1.0,,1.0,,,1.0,no,G4
4011,Allegiant Air,1,"""12 hours waiting my second flight""",26th June 2023,True,"  _x000D_
4 hour late in Las Vegas. I spent 12 hours waiting my second flight. Nobody had answers. First time I get a flight with this airline and last too. Terrible.",,Solo Leisure,Economy Class,La Vegas to Spokane,2023-06-01,2.0,2.0,1.0,2.0,2.0,1.0,2.0,no,G4
4012,Allegiant Air,1,"""I will pay higher fares to avoid them""",19th June 2023,True," This was my return trip and I was charged $50 at the gate for my â€œadditional carry on bagâ€. I had a shoulder bag and a purse, both of which fit comfortably below the seat in front of me. I had both of these same bags on by first trip and was not charged. Ridiculous. They seemed to be very interested in getting everyone boarded early and as quickly as possible on both legs of the trip. The first leg we were able to leave early just to sit on the runway for an extra 30 minutes because there was no gate available. This trip we were rushed to board just so the gate staff and the flight attendants could chat while the pilots still got ready to depart. All the while we were stuck in our very uncomfortable seats without the ability to recline and practically on top of each other. Even the tray tables were more of a phone holder than a table, they were so small. You have to purchase even water, and there is no Wi-Fi or anything similar available. I canâ€™t stand Southwest Airlines, but Allegiant makes Southwest look like a luxury airline. Taking Allegiant saves me 3 hours of driving to and from the airport and I will drive to a farther airport from now on and pay higher fares to avoid them.",,Solo Leisure,Economy Class,Tampa to Springfield,2023-06-01,1.0,2.0,1.0,2.0,1.0,,1.0,no,G4
4013,Allegiant Air,1,"""So disappointing and astounding""",19th June 2023,False,"  I write reviews a lot online, and 95% of the time, I only write reviews for positive interactions. I feel that negative reviews are generally screwed by emotion, frustration, or anger. And that we have enough negativity in our world. So I try to keep things positive. In this case, I think itâ€™s necessary to document the worst customer service Iâ€™ve ever experienced - which came from Allegiant phone customer service. I have never been treated so poorly by an employee of a company that Iâ€™ve spent hundreds of dollars patronizing (or any company, for that matter). There was a mix-up when my family flew in for a visit. Their return flight was canceled after they missed an outbound flight, and when we realized this (the night before their return flight), I called to understand the situation. Originally, the gate agent told them their return flight would not be canceled but that they could keep it. So we were surprised when we couldnâ€™t find the reservation for them to check-in. The person who I talked to on the phone to try to fix the problem was unbelievably rude. After discussing the situation, she didnâ€™t believe my family because the agent didnâ€™t make notes, and her attitude toward me was unlike any experience Iâ€™ve ever had with a customer service person. I intentionally did my best to stay calm, not raise my voice or have a frustrated or angry tone and asked to speak with her supervisor after she yelled at me. After continuing to be berated by the employee, I calmly continued to ask to talk with her supervisor. She denied me the opportunity several times (she said the supervisor couldnâ€™t help) and eventually *hung up the phone on me!* I understand and can appreciate how hard customer service jobs must be. So again, I did everything possible not to talk down to this person or raise my voice. And I was hung up on. I donâ€™t understand how this airline could possibly prioritize basic respect for one another if this was how their employee acted. I assume they are not teaching patience or customer care (human care) in any fashion. Honestly, nobody should be treated with the disrespect this person showed. The way I was treated was not worth saving a little money to fly cheaply. I could not get this person's name or employee information and am not sure how to follow up on such an extreme situation, so Iâ€™m writing a review online in hopes of steering others away from such a challenging circumstance and genuinely negative interaction with another human being. Our world has enough trouble and challenges these days; there should be no reason to experience interactions like this one, especially in a professional setting. So disappointing and astounding that this happened.",,Couple Leisure,Economy Class,Sarasota to Nashville,2023-06-01,1.0,1.0,,1.0,,,1.0,no,G4
4014,Allegiant Air,2,"""flight was delayed by 4 hours""",19th June 2023,False,"  Our flight was delayed by 4 hours last minute. No compensation, customer service said they had no idea why the flight was delayed. Then, the departing flight from Vegas was Delayed an hour, and once we did board (an hour after that) We are all told that the air conditioning on the plane is broken. They're very quick to apologize for the inconveniences. First time flying Allegiant Air. Probably my last.",,Couple Leisure,Economy Class,Provo to Las Vegas,2023-06-01,1.0,3.0,,1.0,,,1.0,no,G4
4015,Allegiant Air,1,"""canceled it at the last minute""",15th June 2023,False," I had a flight from Norfolk to Ft Lauderdale and they canceled it at the last minute supposedly due to bad weather in Florida, checking the weather map there is nothing true. It was the excuse of canceling the flight so as not to compensate, since I am afraid that I will have to buy a more expensive ticket because it is at the last minute.",,Solo Leisure,Economy Class,Norfolk to Fort Lauderdale,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,G4
4016,Allegiant Air,2,"""nickel and dime you to death""",14th June 2023,False, I will never book with Allegiant again. They kept me on hold for over 15 minutes on the telephone and via chat. I was told 2 different things by 2 different agents about a credit voucher after requesting to cancel a flight 7 days in advance due to my sonâ€™s medical emergency! I was only given a $108 credit for a $448 purchase. They nickel and dime you to death but are not flexible. The WORST airline with the WORST CUSTOMER SERVICE EVER!,,Couple Leisure,Economy Class,Memphis to Tampa,2023-06-01,1.0,1.0,,1.0,,,2.0,no,G4
4017,Allegiant Air,1,"""disrespect and a bad attitude""",29th May 2023,True,  Check in staff is horrible. They talk to you with disrespect and a bad attitude. It's like we are bothering them. Tried to add a bag online for 35 bucks but could not so i ended up paying 50 at the counter. Staff is always saying bad words regardless of young kids. They are disrespectful to military personnel. 1st and last time flying this airline. Not to mention the delays. ,A320,Couple Leisure,Economy Class,Harrisburg to Orlando,2023-05-01,1.0,3.0,,1.0,,,1.0,no,G4
4018,Allegiant Air,2,"""he decided not to fly at all""",16th May 2023,True,"  Flight was originally scheduled May 12 from FNT to LAS. We received an update flight was being delayed reason given was that there was air traffic controller issue at LAS. FAA site confirmed that a runway had to be closed etc. The problem here is a few mins after the announcement I saw the pilot walk off the plane with all his belongings. But the gate agents continued to update as flight is delayed. Hours later the airline gave an update calling it an extended delay and the flight will not leave until May 13. I thought it was odd that the pilot who left never returned. Because the pilot got tired of waiting he decided not to fly at all. The crew from May 13 advised us of that. So we missed a vacation day, lost money on non-refundable tours, etcâ€¦ all be use Allegiant pilot through a childish temper tantrum for a 3 hour delay. We could have flown and made it to the destination on May 12. Allegiant found a loop hole pertaining to cancellation of flight by calling it an extended delay vs. cancellation. So by doing so they avoid providing refunds for the trip. Not sure about anyone else, but if a scheduled flight does not leave the day itâ€™s supposed to then that is a cancellation in my book. Allegiant ruined a part of my vacation and we only got a voucher that did not even come close at recovering the money we lost because of a single pilot was tired of waiting. Iâ€™m astonished that an airline who operates this way is still even around. . This is a low cost airline, and I know that you get what you pay for but there are limits to that even. On a good note airline had to call in a crew to fly us to LAS on their normal day off. That was about the only nice thing that came of this.",A320,Couple Leisure,Economy Class,Flint to Las Vegas,2023-05-01,1.0,4.0,4.0,2.0,,,2.0,no,G4
4019,Allegiant Air,1,"""Next time, Iâ€™ll walk""",14th May 2023,True," I would rather walk than take another Allegiant flight. My flight out was delayed 4 hours. We ended up spending more time sitting on the runway than actually traveling. I was running late for my returning flight (my fault) and I spoke to every employee I could find to help me make my flight. They said youâ€™re going to have to run and maybe youâ€™ll make it. So I was one of those people sprinting through the airport up and down stairs through crowds and I make it to the gate and they said we have a delay. Something they could have told me before I pushed my cardiovascular health to its limits. At this point we have a 2 hour delay because of â€œmechanical issuesâ€ with no end in sight. You always hear the cheap airlines are bad: Allegiant might be the worst of them all. If I could, I would rate them -10/10. I booked this flight in the first place in an act of desperation: it was the only option. Next time, Iâ€™ll walk.",,Solo Leisure,Economy Class,Las Vegas to Cincinnati ,2023-05-01,1.0,1.0,1.0,1.0,,,1.0,no,G4
4020,Allegiant Air,1,"""Horrible experience""",13th May 2023,False,"  Was supposed to fly out 5/12/23. Flight was delayed for 2 hours with no explanation. Then, 3 hours after we were originally supposed to fly out, they cancelled the flight. The reason for the cancellation was there was not a flight crew scheduled to fly the plane. Not sure how itâ€™s possible to book tickets for a flight when they canâ€™t even provide the crew. Horrible experience and horrible communication from all Allegiant members.",,Couple Leisure,Economy Class,Las Vegas to Billings,2023-05-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,G4
4021,Allegiant Air,4,"""my last time flying with Allegiant Air""",13th May 2023,False,  We were supposed to board 5/12/23 at 1:15 pm and then they gave us an announcement that our flight got delayed and they didnâ€™t know for how long the FDA delayed the flight due to high traffic. So youâ€™re telling me every time there is a holiday you are going to delay/ cancel a flight because of high traffic? Ridiculous. Not to mention last time I flew with them I was stranded at the airport for 4 hours because they were fixing the brakes of the airplane and I didnâ€™t get to my destination till 1 am. This will be my last time flying with Allegiant Air.,,Solo Leisure,Economy Class,Grand Rapids to Las Vegas,2023-05-01,1.0,4.0,3.0,4.0,1.0,1.0,2.0,no,G4
4022,Allegiant Air,1,"""professional service and your sweet personality""",13th May 2023,False,  My seat and aside of my seat had crushed potato chips all over it. I asked the Airline Stewardess if she could quickly clean it with a small vacuum cleaner. She said airlines don't have any. Alison didn't let that stop her. With a smile on her face and determination in her heart she cleaned it without holding up anyone boarding. Thank you Alison for your professional service and your sweet personality! You deserve a raise.,A320,Couple Leisure,Economy Class,Punta Gorda to Allentown,2023-05-01,5.0,5.0,1.0,5.0,,,5.0,yes,G4
4023,Allegiant Air,1,"""flight was delayed 2 times""",10th May 2023,True,"  My flight was due to take off at 6.10, 05/05! The flight was delayed 2 times before they rescheduled while we are in the airport with 2 kids after 7pm due to maintenance which is understandable! Now when you reach out to get help rescheduled through customer service due to their inconvenience the representatives are so rude like you inconvenienced them or something! This was my sons 16th birthday trip and it has been nothing but a hassle! The didnâ€™t want to help with the rental car I also booked through them to pick up on the 5th I asked for a supervisor wasnâ€™t given one the smart mouth lady came back and said she issued a credit for my first day of the rental car which I havenâ€™t seen!",,Family Leisure,Economy Class,Columbus to Myrtle Beach,2023-05-01,2.0,5.0,,1.0,,,1.0,no,G4
4024,Allegiant Air,1,"""unreliable and unprofessional choice""",9th May 2023,True," I had an extremely frustrating experience with Allegiant's customer service when my bag was lost during a recent flight. It took weeks of back and forth in emails before the bag was finally shipped to my final destination. Throughout this process, I found that Allegiant's customer service team kept tossing the ball to each other, with no one taking responsibility or ownership of the issue. Despite my repeated attempts to get a resolution, there was no customer service whatsoever. No one was able to take responsibility and fix my issue. To add insult to injury, the file was closed on their system without issuing the refund I was promised. It was a complete nightmare, and I am extremely disappointed in the way Allegiant handled my case. Overall, I would strongly caution against using Allegiant for travel. Their lack of customer service and failure to issue refunds when necessary make them an unreliable and unprofessional choice. Save yourself the trouble and choose a different airline.",,Family Leisure,Economy Class,Cincinnati to Newark,2023-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,G4
4025,Allegiant Air,1,"""zero customer service""",8th May 2023,False,"  Worst airline I have even attempted to deal with. They broke my luggage on the way to Vegas. This can happen so no big deal however their count was vacant so I could not report it. We ended up mangling to carry and drag it to the parking lot. When returning for the flight back home, the counter agent was unable to help us with the issue and give us a number to call for support. I have called the number over 50 time with zero answer. Their online concierge is a joke and also can not support in any way. I have send several unanswered emails. This airline is a joke, they have zero customer service!",,Family Leisure,Economy Class,Bellingham to Vegas,2023-03-01,1.0,1.0,,1.0,,,1.0,no,G4
4026,Allegiant Air,1,"""I will never fly your airline again""",2nd May 2023,False,"  I booked a flight last year and had to cancel and they gave me a ""voucher"" which I was given a year to use. I just went in to book a flight to use my voucher but cannot do so through the portal. I am writing this review as I wait to talk to customer service and have been on hold for over an hour. What a disgrace and I hope the 400 bucks was worth it as I will never fly your airline again.",,Solo Leisure,Premium Economy,Medford to Mesa,2023-05-01,1.0,1.0,,1.0,,,1.0,no,G4
4027,Allegiant Air,1,"""untrained and extremely rude employee""",28th April 2023,True,"  _x000D_
I fly frequently and experienced the worst customer service ever with Allegiant. I had to go to the agent at the desk to get my boarding pass printed because my ID was not scanning with TSA. When I asked the agent at the desk to print my boarding pass she demanded that I pay for another bag. All I had was my small personal item and a paper bag with food in it ended up leaving my bag with my dinner in it because I didnâ€™t want to pay the $50 charge for another bag. So ridiculous. It says right in the rules that you are allowed to bring food in addition to the personal item. Clearly an untrained and extremely rude employee. I submitted a complaint to Allegiant and got nowhere. Just a vague apology. I had requested to be reimbursed for the food that I had to inappropriately throw away. Just some reply about how they couldnâ€™t possibly do anything else at this point. Zero effort to take responsibility for their untrained rude and inappropriate employee.",,Solo Leisure,Economy Class,Mesa to Grand Junction,2023-04-01,2.0,2.0,,1.0,,,1.0,no,G4
4028,Allegiant Air,1,"""lying to customers""",28th April 2023,True,"  Totally trash. They delayed for 2 hours first and then additional 3 hours. And it was only for 2 hours flight to Sarasota. They told that ""there is heavy air traffic at Sarasota"" but when I checked over Flight Radar there wasn't a huge amount of traffic. They are lying to customers.",,Couple Leisure,Economy Class,Austin to Sarasota,2023-04-01,1.0,1.0,,1.0,,,1.0,no,G4
4029,Allegiant Air,1,"""The worst airline ever""",27th April 2023,False,"  The worst airline ever. Do not fly this airline unless you don't care if you make it to your destination. They canceled my flight today for no reason and no explanation given. They had no other alternative flights. This is the second time this has happened to me. They, by far, are the most unreliable airline. Service is poor and they run a cattle car system. Not worth the time or effort to trust this airlines with you travel needs. ",,Business,Economy Class,Las Vegas to Oklahoma City,2023-04-01,1.0,1.0,,1.0,,,1.0,no,G4
4030,Allegiant Air,1,"""I have nothing positive to say""",24th April 2023,True,  Canceled my outbound flight. Delayed over 5 hours on return. No snack or drink provided. No communication about the delays. Seats suck I have nothing positive to say about this entire travel experience. No one could tell us the time we were delayed too. The crew thought they were leaving and they tried to hold them. No one has any idea what is going on. No TV no nothing.,,Couple Leisure,Economy Class,Stockton to Las Vegas,2023-04-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,G4
4031,Allegiant Air,1,"""every flight has been delayed""",23rd April 2023,True,"  I had 3 of my employees on this flight, one just beat cancer and was still weak but she really wanted to come. We were supposed to fly out at 8:50 pm we got to the airport at 6:45 everything was OK tell a hour later when the first two hour delay happened, then from 11pm to 12am, then 1am, then 2, we boarded the plane at 4am sat in the plane another hour before taking off. We missed our car rental had to take a $300 uber straight to Orange County Convention Center so we wouldn't miss the education we were there for, zero sleep, we left the Convention at noon had to find a car to rent from there. I was so upset with the customer service I kept the rented car and drove back to Indiana 20 hours and several extra hotel meals. That delay if they would have told us from the start I could have made other flight plans, but we were told it won't be long now. So many times. When we did get on the plane they didn't give us any beverages and I'm even a Allegiant air card member, I have had 3 flights this year with them and every flight has been delayed.",,Business,Economy Class,South Bend to Orlando,2023-04-01,1.0,3.0,1.0,1.0,,1.0,1.0,no,G4
4032,Allegiant Air,1,"""canceled my flight for no reason""",21st April 2023,False,  That canceled my flight for no reason and no explanation given. They had no other alternative flights and we had to buy very expensive flights from other airline. This is the second time this has happened to me.,,Family Leisure,Economy Class,St. Cloud to Punta gorda,2023-04-01,,,,1.0,,,1.0,no,G4
4033,Allegiant Air,2,"""They are very unreliable""",18th April 2023,True,"  On flight home in 4/2023 left stranded 1350 mi from home. In early morning Hrs,- unable to access email, They canceled flight for no apparent reason other than under booked flight! Their only response was to refund my return trip and rebook me for 4 days later at an additional cost if $86 to me! No concern that I had to find hotel & transportation until then, at a cost of no less than $700 to me. They are very unreliable and not worth the risk",,Solo Leisure,Economy Class,Appleton to Sanford,2023-04-01,1.0,3.0,1.0,4.0,1.0,,1.0,no,G4
4034,Allegiant Air,1,"""Never flying this airline again""",18th April 2023,True,"  Awful experience, sat in the plane for 2.4 hours as they tried to repair a door that wouldnâ€™t close, then a parking brake that wouldnâ€™t disengage. They deboarded us and after about 45 mins had us board a different plane, and it had a problem with its door too. Another hour in the plane waiting for repairs. And then they wanted to charge us for sodas and chips. Found out our flight is late 60% of the time. Never flying this airline again, I canâ€™t imagine theyâ€™ll be around very long anyway.",,Business,Economy Class,Cincinnati to Austin,2023-04-01,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,G4
