Review ID,Airline Name,Overall_Rating,Review_Title,Review_Date,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food_Beverages,Ground Service,Inflight Entertainment,Wifi_Connectivity,Value For Money,Recommended,IATA CODE,tokenized_review,sentiment_score,sentiment_label
10899,Hawaiian Airlines,1,"""will not book again""",2023-02-01,1st February 2023,False,  Hawaiian Airlines changed my flight and lengthened my layover by 2 hours. When I called to change the flight to closer to what I originally booked and paid for I was told it was too late and I was misunderstanding. I have never had an airline customer service experience like this one where I was blamed for a schedule change on their end. Do not recommend this airline and will not book again.,,Couple Leisure,Premium Economy,Kona to Boston,2/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,HA,"['hawaiian', 'airline', 'change', 'flight', 'lengthen', 'layover', 'hour', 'call', 'change', 'flight', 'closer', 'originally', 'book', 'pay', 'tell', 'late', 'misunderstanding', 'never', 'airline', 'customer', 'service', 'experience', 'like', 'one', 'blame', 'schedule', 'change', 'end', 'recommend', 'airline', 'book']",-0.10157500000000001,Negative
10900,Hawaiian Airlines,8,"""Very good experience""",2023-01-21,21st January 2023,False,"  Very good experience. Except for the 2-2-2 configuration this was a world class business class trip. Good food, drinks and friendly staff. On time departure and early arrival. Only minuses, no wi fi and limited choice of entertainment. Aircraft was old but well maintained.",A330,Solo Leisure,Business Class,Honolulu to Seoul,1/1/2023,4.0,5.0,4.0,3.0,3.0,,4.0,yes,HA,"['good', 'experience', 'except', 'configuration', 'world', 'class', 'business', 'class', 'trip', 'good', 'food', 'drink', 'friendly', 'staff', 'time', 'departure', 'early', 'arrival', 'minus', 'wi', 'fi', 'limited', 'choice', 'entertainment', 'aircraft', 'old', 'well', 'maintain']",0.26217380952380953,Positive
10901,Hawaiian Airlines,1,"""You could not pay me to take one of their flights""",2023-01-05,5th January 2023,False,"  I have been traveling for 30 years and can't express with words just how bad my experiences with Hawaiian Airlines have been. My wife and I have traveled to Hawaii every January for the past 15 years and every year I contemplate hiring a boat to take me from island to island rather than dealing with this lousy airline. My most recent experience, I had booked two one-way tickets (Maui - Kona and Kona - Honolulu). My plans changed and I only needed the Kona to Honolulu portion of the trip. Rather than being able to make this change online I used chat, text and three phone calls. After more than 2 hours, I was told by the agent that I had to cancel this ticket and then rebook it completely. I said, ok and asked the agent to rebook the flight for me. I was then told that they couldn't rebook it, but I had to use the credit voucher online. After waiting 48 hours, and no credit voucher appearing in email, I logged in and tried to find the credit. Another two hours of waiting for a chat agent, only to be told that I couldn't book this online and had to speak with an agent. Ok, I call the number....90 minutes later, I'm told that ""because I called an agent, they were going to charge me $25 for each ticket for a processing fee."" So, my ticket that had a value of $116 per person, and I was trying to rebook a new ticket for $39, and I was going to immediately lose the remaining value of the credit, was really only saving me $14 off of just abandoning the original ticket and rebooking online. I've never heard of anything so ridiculous in all my years of traveling. Unfortunately, they have a monopoly when it comes to inter-island travel so you have to use them which I guess is why they can get away with providing such lousy service. You literally could not pay me to take one of their flights out of the Hawaiian islands to their mainland or Asia destinations.",,Couple Leisure,First Class,Kona to Honolulu,1/1/2023,1.0,1.0,1.0,1.0,,,1.0,no,HA,"['travel', 'year', 'ca', 'express', 'word', 'bad', 'experience', 'hawaiian', 'airline', 'wife', 'travel', 'hawaii', 'every', 'january', 'past', 'year', 'every', 'year', 'contemplate', 'hiring', 'boat', 'take', 'island', 'island', 'rather', 'deal', 'lousy', 'airline', 'recent', 'experience', 'book', 'two', 'ticket', 'maui', 'kona', 'kona', 'honolulu', 'plan', 'change', 'need', 'kona', 'honolulu', 'portion', 'trip', 'rather', 'able', 'make', 'change', 'online', 'use', 'chat', 'text', 'three', 'phone', 'call', 'hour', 'tell', 'agent', 'cancel', 'ticket', 'rebook', 'completely', 'say', 'ok', 'ask', 'agent', 'rebook', 'flight', 'tell', 'could', 'rebook', 'use', 'credit', 'voucher', 'online', 'wait', 'hour', 'credit', 'voucher', 'appear', 'email', 'log', 'tried', 'find', 'credit', 'another', 'two', 'hour', 'wait', 'chat', 'agent', 'tell', 'could', 'book', 'online', 'speak', 'agent', 'ok', 'call', 'number', 'minute', 'later', 'tell', 'call', 'agent', 'go', 'charge', 'ticket', 'process', 'fee', 'ticket', 'value', 'per', 'person', 'try', 'rebook', 'new', 'ticket', 'go', 'immediately', 'lose', 'remain', 'value', 'credit', 'really', 'save', 'abandon', 'original', 'ticket', 'rebooking', 'online', 'never', 'hear', 'anything', 'ridiculous', 'year', 'travel', 'unfortunately', 'monopoly', 'come', 'travel', 'use', 'guess', 'get', 'away', 'provide', 'lousy', 'service', 'literally', 'could', 'pay', 'take', 'one', 'flight', 'hawaiian', 'island', 'mainland', 'asia', 'destination']",-0.007387070707070706,Neutral
10902,Hawaiian Airlines,1,"""This is not 1980 Hawaiian Airlines!""",2023-01-05,5th January 2023,True, Horrific App/website experience that led to calls with a physical agent for 75 minutes on the phone trying to book extra people on the plane. If I didnâ€™t call the seats wouldnâ€™t have been confirmed (we didnâ€™t know this) even though they charged us already. They wanted us to fax a statement over stating the booking was paid for and then call them back to confirm (going through the â€œsystemâ€ takes a while to begin with. This is not 1980 Hawaiian Airlines! I wonâ€™t be using this airline anymore and I implore you not to either unless you want to spend your pre vacation stressed and hot under the collar!,,Family Leisure,Premium Economy,San Francisco to Honolulu,7/1/2022,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no,HA,"['horrific', 'experience', 'lead', 'call', 'physical', 'agent', 'minute', 'phone', 'try', 'book', 'extra', 'people', 'plane', 'call', 'seat', 'confirm', 'know', 'even', 'though', 'charge', 'u', 'already', 'want', 'u', 'fax', 'statement', 'state', 'book', 'pay', 'call', 'back', 'confirm', 'go', 'take', 'begin', 'hawaiian', 'airline', 'use', 'airline', 'anymore', 'implore', 'either', 'unless', 'want', 'spend', 'pre', 'vacation', 'stress', 'hot', 'collar']",-0.08210333333333332,Negative
10903,Hawaiian Airlines,2,"""given random seats and not together""",2023-01-03,3rd January 2023,False,"  When I had initially purchased my flight for my fiance' and I, I paid the extra fee for us to pick our seats, to sit together. Day of departure from Sacramento, we no longer had seats assignments. Furthermore, the in flight entertainment and wifi, never worked. The day we are due to fly back to Sacramento from Honolulu, again we lost our seats we picked when purchasing our tickets. We were given random seats and not together. Waited for over 30 minutes before they had an agent at the gate for help. Still we waited another 45 minutes",,Couple Leisure,Economy Class,Honolulu to Sacramento,1/1/2023,3.0,3.0,3.0,1.0,1.0,1.0,1.0,no,HA,"['initially', 'purchase', 'flight', 'fiance', 'pay', 'extra', 'fee', 'u', 'pick', 'seat', 'sit', 'together', 'day', 'departure', 'sacramento', 'longer', 'seat', 'assignment', 'furthermore', 'flight', 'entertainment', 'wifi', 'never', 'work', 'day', 'due', 'fly', 'back', 'sacramento', 'honolulu', 'lose', 'seat', 'pick', 'purchase', 'ticket', 'give', 'random', 'seat', 'together', 'wait', 'minute', 'agent', 'gate', 'help', 'still', 'wait', 'another', 'minute']",-0.004700000000000003,Neutral
10904,Hawaiian Airlines,1,"""you had to pay for everything""",2022-12-22,22nd December 2022,False,"  I missed my first flight due to their electronic check in system not working and having to wait in the customer service for an hour and a half. The next day Waited for 2 hours just to get our new boarding pass. They tried to charge me $100 just to sit with my wife. At each section in the airport they had one to two people working with up to 50 customers waiting for help. Once we got to the gate they were hostile and undermanned. We tried asking questions about our seats and they told us to ask after they started boarding everyone. Once in the air they brought a food cart that you had to pay for everything, then after that you could get free drinks and a sandwich. No amenities whatsoever where given for free. Headphones, blankets, and real meals you had to buy. They provided movies but expect you to pay for headphones or bring your own.",,Couple Leisure,Economy Class,Honolulu to Phoenix,12/1/2022,2.0,3.0,1.0,1.0,1.0,1.0,3.0,no,HA,"['miss', 'first', 'flight', 'due', 'electronic', 'check', 'system', 'work', 'wait', 'customer', 'service', 'hour', 'half', 'next', 'day', 'wait', 'hour', 'get', 'new', 'board', 'pas', 'try', 'charge', 'sit', 'wife', 'section', 'airport', 'one', 'two', 'people', 'work', 'customer', 'wait', 'help', 'get', 'gate', 'hostile', 'undermanned', 'tried', 'ask', 'question', 'seat', 'tell', 'u', 'ask', 'start', 'board', 'everyone', 'air', 'bring', 'food', 'cart', 'pay', 'everything', 'could', 'get', 'free', 'drink', 'sandwich', 'amenity', 'whatsoever', 'give', 'free', 'headphone', 'blanket', 'real', 'meal', 'buy', 'provided', 'movie', 'expect', 'pay', 'headphone', 'bring']",0.09694464646464647,Positive
10905,Hawaiian Airlines,1,"""Waited 7 hrs since 1pm""",2022-12-20,20th December 2022,False, Never again. The worst flight experience ever! Waited 7 hrs since 1pm and they still have absolutely no idea whether we will be able to fly tonight or not. Some says there is no pilot available!,,Family Leisure,Economy Class,Maui to Seattle,12/1/2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,HA,"['never', 'bad', 'flight', 'experience', 'ever', 'wait', 'hr', 'since', 'still', 'absolutely', 'idea', 'whether', 'able', 'fly', 'tonight', 'say', 'pilot', 'available']",-0.18474999999999997,Negative
10906,Hawaiian Airlines,1,"""donâ€™t care if you are satisfied or not""",2022-12-19,19th December 2022,False,"  I will never fly them again! I booked a flight from Las Vegas to Honolulu and I booked a flight with a different airlines to get from Honolulu to Australia. Right before departure they said that something is wrong with the engine and we have to wait to fix it. They took almost 2 hours and I didnâ€™t see anyone fixing anything! Due to this, I missed my flight to Australia because of the time of landing! I basically lost around $2500 because I had book another ticket to Australia and also book a hotel room plus food for that night! I was trying to talk to the staff for more than 3 hours at the airport and they kept sending here and there without any solution! The service is so bad, they donâ€™t care if you are satisfied or not.",,Solo Leisure,Economy Class,Las Vegas to Honolulu,12/1/2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,HA,"['never', 'fly', 'booked', 'flight', 'la', 'vega', 'honolulu', 'book', 'flight', 'different', 'airline', 'get', 'honolulu', 'australia', 'right', 'departure', 'say', 'something', 'wrong', 'engine', 'wait', 'fix', 'take', 'almost', 'hour', 'see', 'anyone', 'fix', 'anything', 'due', 'miss', 'flight', 'australia', 'time', 'land', 'basically', 'lose', 'around', 'book', 'another', 'ticket', 'australia', 'also', 'book', 'hotel', 'room', 'plus', 'food', 'night', 'try', 'talk', 'staff', 'hour', 'airport', 'keep', 'send', 'without', 'solution', 'service', 'bad', 'care', 'satisfy']",-0.10581205357142857,Negative
10907,Hawaiian Airlines,1,"""no one cares to fix the maintenance issues""",2022-12-12,12th December 2022,False,"  We had our flight from Sacramento to Honolulu delayed due to a technical issue as one of the engines didnâ€™t start. It took them over an hour to figure it and in total 2hr delays. On the way back we had technical issues, engine stretch or something (different model). I am not sure how good their maintenance on this airplane are but itâ€™s clearly a problem. We are not frequent flyers with Hawaiian Airlines but people who sits around us said it happens often. Just very sad how no one cares to fix the maintenance issues instead of going through this all the time! Whatâ€™s the chances that both our flights in days difference had technical issues.",,Couple Leisure,Economy Class,Sacramento to Honolulu,12/1/2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,HA,"['flight', 'sacramento', 'honolulu', 'delay', 'due', 'technical', 'issue', 'one', 'engines', 'start', 'take', 'hour', 'figure', 'total', 'delay', 'way', 'back', 'technical', 'issue', 'engine', 'stretch', 'something', 'different', 'model', 'sure', 'good', 'maintenance', 'airplane', 'clearly', 'problem', 'frequent', 'flyer', 'hawaiian', 'airline', 'people', 'sit', 'around', 'u', 'say', 'happens', 'often', 'sad', 'one', 'care', 'fix', 'maintenance', 'issue', 'instead', 'go', 'time', 'chance', 'flight', 'day', 'difference', 'technical', 'issue']",-0.11022619047619048,Negative
10908,Hawaiian Airlines,1,"""I will never fly Hawaiian again""",2022-12-02,2nd December 2022,True," The Hawaiian website froze when I was attempting to book a ticket. I cancelled out of the site, waited to make sure I didnâ€™t get an email saying the reservation went through, and several hours later went back to the site and booked the trip. The next day I got two emails with two different reservations. I called Hawaiian and the agent told me that they could cancel the ticket but not refund it. I asked if it could be used as credit toward a hotel stay and was told that it could. When I tried to redeem the credit the agent told me that it could only be used toward a flight. Hawaiian doesnâ€™t even fly out of DFW so I lost $350. Had they been honest the first phone call I could have potentially used the credit some other way. I will never, ever fly Hawaiian Airlines again.",,Couple Leisure,Premium Economy,KOA to LIH,3/1/2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,HA,"['hawaiian', 'website', 'froze', 'attempt', 'book', 'ticket', 'cancel', 'site', 'wait', 'make', 'sure', 'get', 'email', 'say', 'reservation', 'go', 'several', 'hour', 'later', 'go', 'back', 'site', 'book', 'trip', 'next', 'day', 'get', 'two', 'email', 'two', 'different', 'reservation', 'call', 'hawaiian', 'agent', 'tell', 'could', 'cancel', 'ticket', 'refund', 'ask', 'could', 'use', 'credit', 'toward', 'hotel', 'stay', 'tell', 'could', 'try', 'redeem', 'credit', 'agent', 'tell', 'could', 'use', 'toward', 'flight', 'hawaiian', 'even', 'fly', 'dfw', 'lose', 'honest', 'first', 'phone', 'call', 'could', 'potentially', 'use', 'credit', 'way', 'never', 'ever', 'fly', 'hawaiian', 'airline']",0.15952499999999997,Positive
10909,Hawaiian Airlines,1,"""Don't expect any sort of service""",2022-11-24,24th November 2022,False,  My wife and I flew an inter-island flight from Maui to Honolulu in Nov 22. Although the flight was delayed the experience onboard was fine. Upon arrival into Honolulu one of our bags didn't make it. The man at the Honolulu Hawaiian airlines baggage desk was super rude and quite frankly it felt like he didn't even want to serve us. We filed a 'irregular baggage report' and did the standard protocol. The man at the desk said they would call first thing the following day and let us know our bag whereabouts. The next morning we received no call so decided to call the aiport as we where staying 1.5 hours from the airport. We were put on hold for 3.5 hours and then 2 hours where no one picked up the phone. The following day was the same! On hold for 3 hours and no answer. When someone finally answered they said they had found the bag and would send it out immediately. 2 days later we still hadn't received the bag and once again couldn't get through on the phone to anyone at the airport. We ended up driving to the airport where there were 3 staff working on the hawaiian airline baggage desk not serving anyone talking amongst themselves. When I asked why no one was answering their phone they all laughed. My bottom line! Don't expect any sort of service at all with Hawaiian airlines... especially if something goes wrong.,,Couple Leisure,Economy Class,Kahalui to Honolulu,11/1/2022,3.0,1.0,,1.0,,,2.0,no,HA,"['wife', 'fly', 'flight', 'maui', 'honolulu', 'nov', 'although', 'flight', 'delay', 'experience', 'onboard', 'fine', 'upon', 'arrival', 'honolulu', 'one', 'bag', 'make', 'man', 'honolulu', 'hawaiian', 'airline', 'baggage', 'desk', 'super', 'rude', 'quite', 'frankly', 'felt', 'like', 'even', 'want', 'serve', 'u', 'file', 'baggage', 'report', 'standard', 'protocol', 'man', 'desk', 'say', 'would', 'call', 'first', 'thing', 'follow', 'day', 'let', 'u', 'know', 'bag', 'whereabouts', 'next', 'morning', 'receive', 'call', 'decide', 'call', 'aiport', 'stay', 'hour', 'airport', 'put', 'hold', 'hour', 'hour', 'one', 'pick', 'phone', 'follow', 'day', 'hold', 'hour', 'answer', 'someone', 'finally', 'answer', 'say', 'find', 'bag', 'would', 'send', 'immediately', 'day', 'later', 'still', 'receive', 'bag', 'could', 'get', 'phone', 'anyone', 'airport', 'end', 'drive', 'airport', 'staff', 'work', 'hawaiian', 'airline', 'baggage', 'desk', 'serve', 'anyone', 'talk', 'amongst', 'ask', 'one', 'answer', 'phone', 'laugh', 'bottom', 'line', 'expect', 'sort', 'service', 'hawaiian', 'airline', 'especially', 'something', 'go', 'wrong']",0.009697916666666667,Neutral
10910,Hawaiian Airlines,1,"""surprised at the poor customer service""",2022-11-19,19th November 2022,False," I'm not one to leave reviews but feel the need to warn people away from this airline. As someone who travels domestically and internationally very regularly I was surprised at the poor customer service and ""gotcha"" approach with flight changes. I made an error with booking inter-island transit and within 15 minutes tried to change it only to be told that customer service was unwilling to do so based on the ""fare rules."" mind you it was a first class ticket that had been changed once to this new island and by accident I got the wrong airport. This was disappointing and frustrating and, from my experience, not in line with industry standards for any other American or international carrier I have used (aside from deeply discounted budget brands). Do yourself a favor and avoid this airline. You don't want to be in my situation where an error caught in 15 minutes means you forfeit your $$$. So many other airlines fly to Hawaii and actually have some basic standards of customer service. The money grab really feels inconsistent with the beautiful culture of Hawaii. How disappointing.",,Solo Leisure,First Class,Honolulu to Kona,8/1/2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,HA,"['one', 'leave', 'review', 'feel', 'need', 'warn', 'people', 'away', 'airline', 'someone', 'travel', 'domestically', 'internationally', 'regularly', 'surprised', 'poor', 'customer', 'service', 'gotcha', 'approach', 'flight', 'change', 'make', 'error', 'book', 'transit', 'within', 'minute', 'try', 'change', 'tell', 'customer', 'service', 'unwilling', 'base', 'fare', 'rule', 'mind', 'first', 'class', 'ticket', 'change', 'new', 'island', 'accident', 'get', 'wrong', 'airport', 'disappoint', 'frustrating', 'experience', 'line', 'industry', 'standard', 'american', 'international', 'carrier', 'use', 'aside', 'deeply', 'discount', 'budget', 'brand', 'favor', 'avoid', 'airline', 'want', 'situation', 'error', 'catch', 'minute', 'mean', 'forfeit', 'many', 'airline', 'fly', 'hawaii', 'actually', 'basic', 'standard', 'customer', 'service', 'money', 'grab', 'really', 'feels', 'inconsistent', 'beautiful', 'culture', 'hawaii', 'disappointing']",-0.1282239393939394,Negative
10911,Hawaiian Airlines,1,"""Will never fly them again""",2022-11-11,11th November 2022,False,"  Will never fly again. Booked a flight a year out and paid 345 each extra for extra comfort seats. 670 dollars. Went to check in the day before the flight and not only were my partner and I not even in the same area of the plane, we lost extra comfort. Called customer service and was told for over an hour our seats were gone and there was nothing they could do. Told us someone else had our seats. Then paid 270 per seat (540) to re upgrade and was told I would be reimbursed if I spoke with agents at Logan. They then told me I would have to call customer service. Kept going back and forth and both were useless, rude and zero help. Was told ""don't worry"" this won't happen 10 days later your seats are good to go. Checked in 10 days later and had same issue. They have literally stolen over a thousand dollars from me and just could not care less. Will never fly them again or recommend them to anyone. A terrible experience from start to finish.",,Couple Leisure,Premium Economy,Boston to Honolulu,11/1/2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,HA,"['never', 'fly', 'book', 'flight', 'year', 'pay', 'extra', 'extra', 'comfort', 'seat', 'dollar', 'go', 'check', 'day', 'flight', 'partner', 'even', 'area', 'plane', 'lose', 'extra', 'comfort', 'call', 'customer', 'service', 'tell', 'hour', 'seat', 'go', 'nothing', 'could', 'tell', 'u', 'someone', 'else', 'seat', 'pay', 'per', 'seat', 'upgrade', 'tell', 'would', 'reimburse', 'speak', 'agent', 'logan', 'tell', 'would', 'call', 'customer', 'service', 'keep', 'go', 'back', 'forth', 'useless', 'rude', 'zero', 'help', 'tell', 'worry', 'wo', 'happen', 'day', 'later', 'seat', 'good', 'go', 'checked', 'day', 'later', 'issue', 'literally', 'steal', 'thousand', 'dollar', 'could', 'care', 'less', 'never', 'fly', 'recommend', 'anyone', 'terrible', 'experience', 'start', 'finish']",-0.0755904761904762,Negative
10912,Hawaiian Airlines,2,"""I wonâ€™t fly with them anymore""",2022-11-04,4th November 2022,True,"  Iâ€™ve had so many problem with Hawaiian over the years that I had to write a review at this point. It started with them canceling my husbands and Iâ€™s flight during Covid and not offering any sort of voucher for a last minute hotel. If you can imagine, getting a hotel day of on Honolulu is the worst. Talk about cockroaches and a nasty bed. Not to mention being put on hold for 3 hours only to give up, call back later and be put on hold again for hours. That was in 2021. Later that year we purchased tickets and they were unable to check us in as though our tickets never even existed. que going to the â€œservicesâ€ line in the Honolulu airport and coming close to missing our flight - not because we werenâ€™t early but because the wait in the line was nearly out the door. And the employee barely knew what she was doing so everything took forever. If youâ€™re unable to do the job properly you need more training. Now I go to check in in 2022 and they got rid of the check in lines all together and have kiosks and people walking around- you weigh your own bag etc. remember this is all at the Honolulu location. If you have an issue- just go wait in a line for hours and miss your flight. They got rid of free check in bags for military spouses (no other airline does this) the customer service said because they have â€œissuesâ€ with people sneaking bags or something - no, itâ€™s clearly cutting corners. Active duty personnel is still allowed to have free checked bags but they have to go to the line that take 3 hours to simply have one checked bag. So they make you really contemplate if that free checked bag is worth missing your flight! Also all of this with no heads up with changed in policyâ€™s. Unfortunately I already booked multiple flights with them the next month because they pop up the cheapest. But out of principal and their treatment of military and corner cutting I wonâ€™t fly with them anymore. Military and their spouses already have a hard enough time traveling around, paying for way more flights than normal people, so itâ€™s clear how they feel about military. And before anyone says anything about military occupation, we all Know big corporations donâ€™t care about that. They just want their $30 dollars, and to make sure they hire as little employees as possible. Also the seats are squished together so even as a small woman Iâ€™m shoulder to shoulder with people and can barely move. It was a nightmare trying to get comfortable",,Couple Leisure,Economy Class,Oakland to Honolulu,11/1/2022,1.0,3.0,2.0,1.0,1.0,,1.0,no,HA,"['many', 'problem', 'hawaiian', 'year', 'write', 'review', 'point', 'start', 'cancel', 'husband', 'flight', 'covid', 'offer', 'sort', 'voucher', 'last', 'minute', 'hotel', 'imagine', 'get', 'hotel', 'day', 'honolulu', 'bad', 'talk', 'cockroach', 'nasty', 'bed', 'mention', 'put', 'hold', 'hour', 'give', 'call', 'back', 'later', 'put', 'hold', 'hour', 'later', 'year', 'purchase', 'ticket', 'unable', 'check', 'u', 'though', 'ticket', 'never', 'even', 'exist', 'que', 'go', 'line', 'honolulu', 'airport', 'come', 'close', 'miss', 'flight', 'early', 'wait', 'line', 'nearly', 'door', 'employee', 'barely', 'know', 'everything', 'take', 'forever', 'unable', 'job', 'properly', 'need', 'train', 'go', 'check', 'get', 'rid', 'check', 'line', 'together', 'kiosks', 'people', 'walk', 'weigh', 'bag', 'etc', 'remember', 'honolulu', 'location', 'go', 'wait', 'line', 'hour', 'miss', 'flight', 'get', 'rid', 'free', 'check', 'bag', 'military', 'spouse', 'airline', 'customer', 'service', 'say', 'people', 'sneak', 'bag', 'something', 'clearly', 'cut', 'corner', 'active', 'duty', 'personnel', 'still', 'allow', 'free', 'checked', 'bag', 'go', 'line', 'take', 'hour', 'simply', 'one', 'check', 'bag', 'make', 'really', 'contemplate', 'free', 'check', 'bag', 'worth', 'miss', 'flight', 'also', 'head', 'change', 'unfortunately', 'already', 'book', 'multiple', 'flight', 'next', 'month', 'pop', 'cheapest', 'principal', 'treatment', 'military', 'corner', 'cut', 'fly', 'anymore', 'military', 'spouse', 'already', 'hard', 'enough', 'time', 'travel', 'around', 'pay', 'way', 'flight', 'normal', 'people', 'clear', 'feel', 'military', 'anyone', 'say', 'anything', 'military', 'occupation', 'know', 'big', 'corporation', 'care', 'want', 'dollar', 'make', 'sure', 'hire', 'little', 'employee', 'possible', 'also', 'seat', 'squish', 'together', 'even', 'small', 'woman', 'shoulder', 'shoulder', 'people', 'barely', 'move', 'nightmare', 'try', 'get', 'comfortable']",-0.004128083664021162,Neutral
10913,Hawaiian Airlines,1,"""ruined the whole experience""",2022-11-03,3rd November 2022,True," Before my flight I called Hawaiian airlines to get an approval to use my cpap machine on the plane each way from New York JFK to Honolulu. The woman told me I would have to upgrade my seat because coach does not have outlets but extra comfort does have them so I had to pay over $900 for upgrade for my wife and I to use my medical device. Only allowed 100 watts for a battery and thatâ€™s not enough to run a cpap machine. Flight from JFK to HNL no problem used the machine 5 star. Return flight from HNL to JFK I was told cpap machines are not allowed on the plane. I told the lady I was approved to use it. They called the supervisor and he said it is a safety issue I cannot use it. I said it is only a safety issue if it is used in the emergency exit, and this is not where I am sitting. Told him I was allowed to use it on flight 51 on the way to HNL. He said no I cannot use my machine on an overnight flight, my throat literally closes up from snoring. After reading Hawaiian Airlines rules it clearly says rule number 8 cpap is a medical device and allowed to be used. It's a shame this ruined the whole experience of flying with Hawaiian airlines because all the rest of the staff was great. Paid the for the seats so I can use the cpap.",,Couple Leisure,Business Class,Honolulu to New York,10/1/2022,4.0,5.0,3.0,1.0,5.0,1.0,5.0,no,HA,"['flight', 'call', 'hawaiian', 'airline', 'get', 'approval', 'use', 'cpap', 'machine', 'plane', 'way', 'new', 'york', 'jfk', 'honolulu', 'woman', 'tell', 'would', 'upgrade', 'seat', 'coach', 'outlet', 'extra', 'comfort', 'pay', 'upgrade', 'wife', 'use', 'medical', 'device', 'allow', 'watts', 'battery', 'enough', 'run', 'cpap', 'machine', 'flight', 'jfk', 'hnl', 'problem', 'use', 'machine', 'star', 'return', 'flight', 'hnl', 'jfk', 'tell', 'cpap', 'machine', 'allow', 'plane', 'tell', 'lady', 'approve', 'use', 'call', 'supervisor', 'say', 'safety', 'issue', 'use', 'say', 'safety', 'issue', 'use', 'emergency', 'exit', 'sit', 'tell', 'allow', 'use', 'flight', 'way', 'hnl', 'say', 'use', 'machine', 'overnight', 'flight', 'throat', 'literally', 'close', 'snore', 'read', 'hawaiian', 'airline', 'rule', 'clearly', 'say', 'rule', 'number', 'cpap', 'medical', 'device', 'allow', 'use', 'shame', 'ruined', 'whole', 'experience', 'fly', 'hawaiian', 'airline', 'rest', 'staff', 'great', 'pay', 'seat', 'use', 'cpap']",0.059317832167832166,Positive
10914,Hawaiian Airlines,1,"""It is so sad to be treated so inhumane""",2022-10-24,24th October 2022,True,"  Me and my wife had the worst experience on this airline. When arriving to Hawaii our baggage was lost and not one employee could care about our lost luggage. We contacted managers, employees and multiple people and not one person was compassionate, empathetic, cared or took the time of the day to follow up on this with us. I would not recommend flying this airline with our baggage still lost and us consistently being treated like just a number to them. It is so sad to be treated so inhumane.",,Couple Leisure,Economy Class,Melbourne to Hawaii,10/1/2022,2.0,3.0,1.0,1.0,3.0,1.0,2.0,no,HA,"['wife', 'bad', 'experience', 'airline', 'arrive', 'hawaii', 'baggage', 'lose', 'one', 'employee', 'could', 'care', 'lose', 'luggage', 'contact', 'manager', 'employee', 'multiple', 'people', 'one', 'person', 'compassionate', 'empathetic', 'care', 'take', 'time', 'day', 'follow', 'u', 'would', 'recommend', 'fly', 'airline', 'baggage', 'still', 'lose', 'u', 'consistently', 'treat', 'like', 'number', 'sad', 'treat', 'inhumane']",-0.21173999999999998,Negative
10915,Hawaiian Airlines,1,"""Terrible customer service""",2022-10-23,23rd October 2022,False,"  Worst airline I have ever flown with. Chaotic, unorganised, unhelpful. Lost our bags twice. Said they would email or phone me when arrived. Still hadnâ€™t heard anything after 4 days so turned up at airport and bags were sitting in a corner! Ruined my holiday. Terrible customer service. After traveling to 49 countries, this is the worst airline I have ever experienced. Would avoid whenever possible.",,Couple Leisure,Economy Class,Maui to Honolulu,10/1/2022,2.0,2.0,2.0,1.0,2.0,,1.0,no,HA,"['bad', 'airline', 'ever', 'fly', 'chaotic', 'unorganised', 'unhelpful', 'lose', 'bag', 'twice', 'say', 'would', 'email', 'phone', 'arrive', 'still', 'hear', 'anything', 'day', 'turn', 'airport', 'bag', 'sit', 'corner', 'ruin', 'holiday', 'terrible', 'customer', 'service', 'travel', 'country', 'bad', 'airline', 'ever', 'experience', 'would', 'avoid', 'whenever', 'possible']",-0.27985000000000004,Negative
